线索来源,日期,车次/车牌/航班/场所名,出行类型,出发站,到达站,车厢,出行描述,开始时间,结束时间,提交时间,事件备注
 广西壮族自治区卫生委官网 , 01-23 ,G439,  火车  ,长沙南,桂林北,14号车厢,座位12A,1/23/2020 11:49,1/23/2020 15:10,2/5/2020 12:27,
 贵溪市新型冠状病毒感染的肺炎疫情应急防控指挥部，贵溪新闻网 , 01-23 ,K834,  火车  ,上海南,贵溪,17号车厢,座位：10,1/23/2020 23:38,1/23/2020 15:55,2/7/2020 13:48,
 央视新闻 , 01-23 ,锡林浩特市3路公交车,  公交车  ,报社站,盟医院站,,,1/23/2020 8:14,1/23/2020 8:28,1/27/2020 18:04,
 央视新闻 , 01-23 ,G1275/G1278,  火车  ,武汉汉口,哈尔滨西,2号车厢,同车厢共有乘客53人,1/23/2020 7:55,1/23/2020 20:28,1/27/2020 18:06,
 宁德公安 , 01-23 ,G2039,  火车  ,武汉,江西上饶,13号车厢,座位：08F，G2039/G2042,1/23/2020 9:20,1/23/2020 13:06,1/31/2020 22:11,
 宁德公安 , 01-23 ,G2045,  火车  ,江西上饶,福建福州,14号车厢,座位：02C，G2045/G2048,1/23/2020 14:14,1/23/2020 16:25,1/31/2020 22:11,
 宁德公安 , 01-23 ,闽JY9723,  长途客车/大巴  ,福州华威客运站,福建宁德,,,1/23/2020 16:30,1/23/2020 23:59,1/31/2020 22:11,
 中国日报网 , 01-23 ,本溪28路公交车,  公交车  ,顺山车站,本钢总院,,,1/23/2020 10:00,1/23/2020 23:59,1/27/2020 18:56,
 宁德公安 , 01-23 ,闽JY5772,  公交车  ,福建宁德南站,福建宁德市人大信息楼,,20路公交车,1/23/2020 17:59,1/23/2020 18:18,1/31/2020 22:11,
 人民日报 , 01-23 ,4605,  火车  ,太原,平遥,9车厢,,1/23/2020 10:50,1/23/2020 12:27,2/1/2020 20:30,
 人民日报 , 01-23 ,C1043,  火车  ,长春,图们,6号车厢,,1/23/2020 12:13,1/23/2020 15:12,2/1/2020 20:30,
 海南政法网 , 01-23 ,MU2501,  飞机  ,武汉,上海,,,1/23/2020 0:00,1/23/2020 23:59,2/5/2020 12:27,
 江苏共青团 , 01-23 ,南京地铁3号地铁,  地铁  ,南京南站,泰冯路站,,,1/23/2020 11:27,1/23/2020 23:59,2/7/2020 13:48,
 银川卫健委 , 01-23 ,老大面馆,  其它公共场所  ,银川市,银川市,,银川市金凤区丰农巷（六盘山高级中学）东侧“老大面馆”,1/15/2020 0:00,1/23/2020 0:00,1/31/2020 22:11,
 大渝网 , 01-23 ,渝AT860U,  出租车  ,合川区,合川区人民医院,,滴滴车,1/23/2020 10:00,1/23/2020 19:00,2/5/2020 0:19,
 稷山县新型冠状病毒感染的肺炎 , 01-23 ,CA1781,  飞机  ,杭州,运城,,座位：19B,1/23/2020 0:00,1/23/2020 11:45,2/7/2020 13:48,
 南昌高新区发布 , 01-23 ,K803,  火车  ,武昌,南昌,6号车厢,,1/23/2020 2:19,1/23/2020 7:06,2/4/2020 1:19,
 人民日报 , 01-23 ,闽JY5228,  长途客车/大巴  ,城东汽车站,杉洋镇,古田县班车,,1/23/2020 0:00,1/23/2020 23:59,2/1/2020 20:30,
 人民日报 , 01-23 ,G79,  火车  ,长沙南,香港,,,1/23/2020 15:44,1/23/2020 18:58,2/4/2020 1:19,
 沈阳日报 , 01-23 ,辽AGV203,  出租车  ,,,,确诊病例为出租车司机1月23日发热，1月23-28日正常出车，出车时佩戴口罩，28日出现干咳,1/23/2020 0:00,1/28/2020 23:58,2/5/2020 0:19,
 人民日报 , 01-23 ,CZ3695,  飞机  ,武汉,长春,,,1/23/2020 0:00,1/23/2020 23:59,2/1/2020 20:30,
 阜阳发布 , 01-23 ,K1068,  火车  ,麻城站,阜阳站,13号车厢,67座，K1065/K1068,1/23/2020 13:32,1/23/2020 16:38,1/31/2020 22:12,
 海南省卫生健康委员会 , 01-23 ,GJ8921,  飞机  ,襄阳,海口,,,1/23/2020 0:00,1/23/2020 23:59,2/2/2020 0:33,
 海南省卫生健康委员会 , 01-23 ,C7473/C7474,  火车  ,海口东,三亚,,,1/23/2020 15:21,1/23/2020 17:08,2/2/2020 1:06,
 宿州发布 , 01-23 ,泗县东城虹郡小区东南门建设银行网点,  其它公共场所  ,,,,泗县东城虹郡小区东南门建设银行网点,1/23/2020 9:40,1/23/2020 23:59,1/31/2020 22:12,
 人民网-四川频道 , 01-23 ,D3277,  火车  ,汉口,厦门北,11号车厢,,1/23/2020 8:16,1/23/2020 16:11,2/3/2020 1:49,
 扬子晚报网 , 01-23 ,D4696,  火车  ,武汉汉口站,南京南站,,,1/23/2020 3:01,1/23/2020 5:43,2/2/2020 11:08,
 掌上温岭 , 01-23 ,G592,  火车  ,湖北麻城站,长兴,15号车厢,列车为复合车次，汉口至合肥南区区间，车票票面为G592次15车。2.南京南至温州区间，车票票面为G589次15车。,1/23/2020 12:58,1/23/2020 16:32,1/31/2020 22:12,
 掌上温岭 , 01-23 ,G589,  火车  ,湖北麻城站,长兴,15号车厢,列车为复合车次，汉口至合肥南区区间，车票票面为G592次15车。2.南京南至温州区间，车票票面为G589次15车。G589/G592,1/23/2020 12:58,1/23/2020 16:32,1/31/2020 22:12,
 富平县疾病预防控制中心 , 01-23 ,富平县陕ED0098号,  公交车  ,富平县新华大厦门前,到贤镇,,,1/23/2020 12:10,1/23/2020 23:59,1/27/2020 21:02,
 新浪广西 , 01-23 ,G431,  火车  ,武汉,桂林,6号车厢,010F号座位,1/23/2020 7:06,1/23/2020 12:06,1/31/2020 22:12,
 合肥在线 , 01-23 ,G1718,  火车  ,武汉,合肥南站,11号车厢,16F，1月22日发病,1/23/2020 9:12,1/23/2020 11:05,1/31/2020 22:12,
 仙游今报 , 01-23 ,D6312,  火车  ,厦门北,莆田,5号车厢,,1/23/2020 14:26,1/23/2020 15:19,2/3/2020 1:50,
 人民日报 , 01-23 ,重庆市潼南县渝A3G389,  长途客车/大巴  ,二郎,重庆市潼南县古溪车站,,,1/23/2020 8:50,1/23/2020 23:59,1/27/2020 21:14,
 三门峡日报 , 01-23 ,G508,  火车  ,汉口,郑州东,,,1/23/2020 7:10,1/23/2020 9:32,2/4/2020 1:26,
 人民日报 , 01-23 ,重庆市潼南县渝C85905,  公交车  ,重庆市潼南县古溪车站,重庆市潼南县上城华府站,,,1/23/2020 8:54,1/23/2020 23:59,1/27/2020 21:15,
 三门峡报 , 01-23 ,G6685,  火车  ,郑州东,三门峡南,,,1/23/2020 13:43,1/23/2020 14:58,2/4/2020 1:26,
 新湖南 , 01-23 ,G93,  火车  ,武汉南,长沙南,14号车厢,14车厢03F号座,1/23/2020 9:58,1/23/2020 11:20,2/4/2020 1:26,
 潇湘晨报 , 01-23 ,G6131,  火车  ,岳阳,长沙南,6号车厢,,1/23/2020 11:08,1/23/2020 11:44,2/4/2020 1:26,
 人民日报 , 01-23 ,G822,  火车  ,信阳东,郑州,7号车厢,,1/23/2020 15:52,1/23/2020 17:14,2/4/2020 1:26,
 人民日报 , 01-23 ,Z90,  火车  ,武昌,郑州,,,1/23/2020 1:15,1/23/2020 6:03,2/4/2020 1:26,
 宜宾市卫生健康委员会 , 01-23 ,D633,  火车  ,汉口,重庆北,10车厢,座次10车6C,1/23/2020 6:50,1/23/2020 13:45,2/3/2020 1:50,
 人民日报 , 01-23 ,VN705,  飞机  ,郑州,越南,,,1/23/2020 0:00,1/23/2020 23:59,2/4/2020 1:26,
 石家庄日报 , 01-23 ,G532,  火车  ,武汉,石家庄,11号车厢,,1/23/2020 14:45,1/23/2020 18:45,2/5/2020 0:19,
 朝阳市新型冠状病毒感染的肺炎疫情防控指挥部办公室 , 01-23 ,D740,  火车  ,麻城,北京西,2号车厢,,1/23/2020 20:49,1/24/2020 6:02,2/2/2020 15:13,
 朝阳市新型冠状病毒感染的肺炎疫情防控指挥部办公室 , 01-23 ,G1290/G1291,  火车  ,武汉,沈阳北,13号车厢,,1/23/2020 8:47,1/23/2020 19:34,2/2/2020 15:13,
 山西发布 , 01-23 ,晋M0668X公交16路,  长途客车/大巴  ,阳王南池,新绛,,,1/23/2020 9:51,1/23/2020 23:59,2/4/2020 1:26,
 山西发布 , 01-23 ,晋M0877X公交1路,  长途客车/大巴  ,新纺,学府花园,,,1/23/2020 10:50,1/23/2020 23:59,2/4/2020 1:26,
 西昌市人民政府 , 01-23 ,T8869,  火车  ,成都南,西昌,6号车厢,,1/23/2020 9:22,1/23/2020 16:06,2/5/2020 0:19,
 济南城市频道 , 01-23 ,未知,  出租车  ,济南槐荫区人民医院,济南长途汽车总站南区,,1月23日15时左右，槐荫区人民医院附近至长途汽车总站南区出租车司机,1/23/2020 15:00,1/24/2020 7:59,1/31/2020 22:12,
 济南城市频道 , 01-23 ,鲁HBM913,  长途客车/大巴  ,济南长途汽车总站南区,梁山长途客车,,"18:30左右,济南长途汽车总站南区发梁山长途客车",1/23/2020 18:30,1/23/2020 23:59,1/31/2020 22:12,
 辽沈晚报 , 01-23 ,D740,  火车  ,麻城市,北京西,3号车厢,座位：007 网上订票信息为卧铺3车8号中铺，上车后与别人调换座位,1/23/2020 20:49,1/23/2020 6:02,2/5/2020 0:19,
 恩施电视台，利川市新型冠状病毒感染的肺炎防控指挥部 , 01-23 ,D5973,  火车  ,恩施,利川,4号车厢,座位：10F,1/23/2020 10:43,1/23/2020 11:18,2/5/2020 0:19,
 信阳市新型冠状病毒感染的肺炎疫情防控工作指挥部办公室 , 01-23 ,T182,  火车  ,汉口,潢川,04号车厢,,1/23/2020 14:57,1/23/2020 17:31,2/4/2020 1:29,
 恩施电视台，利川市新型冠状病毒感染的肺炎防控指挥部 , 01-23 ,D9281,  火车  ,汉口,恩施,2号车厢,座位：9D,1/23/2020 6:12,1/23/2020 10:01,2/5/2020 0:19,
 凉山州政府新闻办 , 01-23 ,云P22825,  长途客车/大巴  ,丽江,四川盐源县泸沽湖景区,,,1/23/2020 0:00,1/23/2020 17:00,2/4/2020 10:59,
 广西卫生健康委员会 , 01-23 ,G431,  火车  ,武汉,桂林北,4号车厢,座位号：14B,1/23/2020 7:06,1/23/2020 12:10,2/3/2020 14:55,
 河南省鲁山政府 , 01-23 ,G422,  火车  ,武汉,漯河西,,,1/23/2020 16:01,1/23/2020 17:27,2/3/2020 1:49,
 宿州广播电视台 , 01-23 ,淮北市濉溪县四铺乡新建村彭家组,  其它公共场所  ,,,,,1/23/2020 0:00,1/23/2020 23:59,1/31/2020 22:12,
 吉林市卫生健康委员会 , 01-23 ,CZ3749,  飞机  ,珠海,长春龙嘉机场,,座位：56A,1/23/2020 0:00,1/23/2020 23:59,2/4/2020 19:46,
 扬州市卫生健康委员会 , 01-23 ,D3154,  火车  ,汉口站,扬州站,13号车厢,,1/23/2020 14:26,1/23/2020 18:11,2/3/2020 1:49,
 郑州晚报 , 01-23 ,G1807,  火车  ,永城北,郑州东,12号车厢,,1/23/2020 0:00,1/23/2020 23:59,1/28/2020 16:44,
 人民日报 , 01-23 ,川R69552,  长途客车/大巴  ,大河镇,大桥镇新井村,南充南部县客车,,1/23/2020 0:00,1/23/2020 23:59,2/6/2020 14:56,
 郑州晚报 , 01-23 ,G422,  火车  ,信阳东,郑州东,5号车厢,,1/23/2020 0:00,1/23/2020 23:59,1/28/2020 16:44,
 人民日报 , 01-23 ,道里区公交8路,  公交车  ,兆麟街,哈尔滨火车站,,,1/23/2020 0:00,1/23/2020 23:59,2/6/2020 14:56,
 绵阳日报社 , 01-23 ,MF8487,  飞机  ,武汉,绵阳,,65-69排,1/23/2020 0:00,1/23/2020 23:59,2/3/2020 17:43,
 辽源市人民政府 , 01-23 ,C1010,  火车  ,吉林,长春,3号车厢,座位：15A,1/23/2020 14:21,1/23/2020 15:06,2/3/2020 1:49,
 人民日报 , 01-23 ,C7473,  火车  ,美兰,三亚,7号车厢,,1/23/2020 15:33,1/23/2020 17:13,2/7/2020 14:05,
 重庆市渝北区人民政府 , 01-23 ,G8511,  火车  ,成都东,重庆北,,,1/23/2020 14:32,1/23/2020 16:12,2/3/2020 1:49,
 今日海南 , 01-23 ,C7473,  火车  ,海口东,三亚,,,1/23/2020 15:21,1/23/2020 17:13,2/3/2020 20:30,
 重庆市渝北区人民政府 , 01-23 ,G8508,  火车  ,重庆北,成都东,,,1/23/2020 12:15,1/23/2020 13:56,2/3/2020 1:49,
 重庆市渝北区人民政府 , 01-23 ,G8752,  火车  ,重庆北,德阳,,,1/23/2020 16:50,1/23/2020 19:07,2/3/2020 1:49,
 海南网络广播电视台 , 01-23 ,紫荆十六号,  轮船  ,海安旧港,海口,,,1/16/2020 17:35,1/23/2020 23:59,2/3/2020 20:30,
 人民日报 , 01-23 ,D6917,  火车  ,哈尔滨,肇东,,,1/23/2020 11:02,1/23/2020 11:25,2/7/2020 14:05,
 重庆市渝北区人民政府 , 01-23 ,C6213,  火车  ,德阳,成都东,,,1/23/2020 19:49,1/23/2020 20:20,2/3/2020 1:49,
 人民日报 , 01-23 ,G288,  火车  ,武汉,郑州,3号车厢,,1/23/2020 9:43,1/23/2020 11:58,2/7/2020 14:05,
 人民网 , 01-23 ,KY8357,  飞机  ,昆明,芒市,,,1/23/2020 0:00,1/23/2020 23:59,1/28/2020 18:38,
 重庆市渝北区人民政府 , 01-23 ,C6222,  火车  ,成都东,绵阳,,,1/23/2020 20:46,1/23/2020 21:30,2/3/2020 1:49,
 人民日报 , 01-23 ,G572,  火车  ,黄冈,郑州,5号车厢,,1/23/2020 9:53,1/23/2020 12:42,2/7/2020 14:05,
 人民网 , 01-23 ,云ML9829,  出租车  ,芒市,腾冲,,,1/23/2020 0:00,1/23/2020 23:59,1/28/2020 18:42,
 重庆市渝北区人民政府 , 01-23 ,C6217,  火车  ,绵阳,成都东,,,1/23/2020 21:47,1/23/2020 22:30,2/3/2020 1:49,
 人民日报 , 01-23 ,K1628,  火车  ,武汉,郑州,5号车厢,,1/23/2020 8:45,1/23/2020 15:55,2/7/2020 14:05,
 人民网 , 01-23 ,云南省腾冲市和顺景区、北海景区、洞山温泉,  其它公共场所  ,,,,,1/23/2020 0:00,1/23/2020 23:59,1/28/2020 18:43,
 浙江新闻 , 01-23 ,G7341,  火车  ,义乌,温州南,11车厢,1月23日6:32-8:23,1/23/2020 6:32,1/23/2020 8:23,1/28/2020 18:51,
 营口市人民政府 , 01-23 ,D7757,  火车  ,大连,丹东,12号车厢,,1/23/2020 11:00,1/23/2020 14:01,2/4/2020 23:08,
 邯郸发布 , 01-23 ,T290,  火车  ,武昌,邯郸,15号车厢,,1/23/2020 5:50,1/23/2020 13:39,2/3/2020 1:49,
 西宁公交 , 01-23 ,26路（青A 183709）,  公交车  ,共和路南口,盐庄东,,,1/23/2020 12:11,1/23/2020 12:58,1/28/2020 20:19,
 靖江市人民政府 , 01-23 ,D3008,  火车  ,汉口,无锡,,,1/23/2020 9:06,1/23/2020 14:13,2/7/2020 13:06,
 西宁晚报 , 01-23 ,K22,  火车  ,孝感,郑州,,,1/23/2020 8:23,1/23/2020 14:03,1/28/2020 20:26,
 靖江市人民政府 , 01-23 ,MF2265,  长途客车/大巴  ,无锡,靖江,,,1/23/2020 14:13,1/23/2020 23:59,2/7/2020 13:06,
 西宁晚报 , 01-23 ,K177,  火车  ,郑州,西宁,,,1/23/2020 15:30,1/24/2020 9:35,1/28/2020 20:28,
 西安网 , 01-23 ,陕AW3519,  长途客车/大巴  ,西安,蓝田,,确诊者的密切接触者施某,1/23/2020 0:00,1/23/2020 23:59,2/5/2020 0:19,
 靖江市人民政府 , 01-23 ,G1766,  火车  ,武汉,无锡东,,,1/23/2020 7:27,1/23/2020 11:25,2/7/2020 13:07,
 三峡晚报 , 01-23 ,城际大巴,  长途客车/大巴  ,宜昌东站,当阳,,,1/23/2020 13:00,1/23/2020 23:59,2/5/2020 0:19,
 靖江市人民政府 , 01-23 ,苏BB50W0,  出租车  ,无锡,靖江,,网约车,1/23/2020 11:25,1/23/2020 23:59,2/7/2020 13:07,
 合肥市卫健委 , 01-23 ,G1766,  火车  ,武汉,合肥南,9号车厢,座位：07D,1/23/2020 7:27,1/23/2020 9:13,2/7/2020 13:09,
 海南日报 , 01-23 ,MU2627,  飞机  ,武汉,三亚,,,1/23/2020 0:00,1/23/2020 23:59,2/3/2020 20:30,
 重庆市武隆区人民政府 , 01-23 ,PN6388,  飞机  ,库尔勒,重庆江北机场,,,1/23/2020 0:00,1/23/2020 23:59,2/5/2020 0:19,
 人民日报 , 01-23 ,呼和浩特新城区如意小区惠多利超市,  其它公共场所  ,,,,,1/23/2020 9:00,1/23/2020 11:00,2/1/2020 0:11,
 人民日报 , 01-23 ,呼和浩特新城区东万达广场，一楼和地下一层生活超市,  其它公共场所  ,,,,,1/23/2020 17:00,1/23/2020 20:10,2/1/2020 0:11,
 无锡发布 公众号 , 01-23 ,D2214,  火车  ,汉口,无锡,,,1/23/2020 13:56,1/23/2020 18:24,2/3/2020 1:49,
 央视新闻 , 01-23 ,陕G8677G,  长途客车/大巴  ,旬阳县城区康花园,赵湾镇,,,1/23/2020 0:00,1/23/2020 23:59,2/1/2020 11:54,
 合肥市卫健委 , 01-23 ,D3034,  火车  ,汉口,合肥南,,,1/23/2020 9:00,1/23/2020 10:51,2/7/2020 13:38,
 云上恩施 , 01-22 ,CZ3842,  飞机  ,武汉,恩施,,,1/22/2020 0:00,1/22/2020 17:30,2/5/2020 0:19,
 大渝网 , 01-22 ,MU5376,  飞机  ,重庆,河南信阳,,一名乘客确诊,1/22/2020 0:00,1/22/2020 23:59,2/7/2020 13:48,
 鞍山共青团 , 01-22 ,CZ6516,  飞机  ,上海,沈阳,,,1/22/2020 0:00,1/22/2020 23:59,2/7/2020 13:48,
 建始县新型冠状病毒感染的肺炎防控指挥部，中国建始网 , 01-22 ,MU2603,  飞机  ,武汉天河,恩施许家坪,,头等舱，一行四人均佩戴N95口罩,1/22/2020 0:00,1/22/2020 23:59,2/7/2020 13:48,
 恩施市新型冠状病毒感染的肺炎防控指挥部 , 01-22 ,MU2603,  飞机  ,武汉,恩施,,经济舱座位：43K,1/22/2020 0:00,1/22/2020 23:59,2/7/2020 13:48,
 丹东发布 , 01-22 ,CZ6426,  飞机  ,武汉,大连周水子,,座位：50C,1/22/2020 18:30,1/22/2020 20:40,2/7/2020 13:48,
 佳木斯市人民政府网站 , 01-22 ,K5167,  火车  ,佳木斯,富锦,12号车厢,,1/22/2020 8:16,1/22/2020 10:47,1/29/2020 19:19,
 信阳市卫生健康委员会 , 01-22 ,KY8288,  飞机  ,武汉天河,昆明长水,,,1/22/2020 0:00,1/22/2020 23:59,2/7/2020 13:48,
 央视新闻 , 01-22 ,CA8235,  飞机  ,武汉,海口,,,1/22/2020 0:00,1/22/2020 23:59,2/1/2020 11:54,
 央视新闻 , 01-22 ,CZ6792,  飞机  ,广州,海口,,,1/22/2020 0:00,1/22/2020 23:59,2/1/2020 11:54,
 央视新闻 , 01-22 ,JD5588,  飞机  ,南宁,三亚,,,1/22/2020 0:00,1/22/2020 23:59,2/1/2020 11:54,
 央视新闻 , 01-22 ,MU2527,  飞机  ,武汉,三亚,,,1/22/2020 0:00,1/22/2020 23:59,2/1/2020 11:54,
 人民日报 , 01-22 ,豫L09931D,  公交车  ,漯河高铁站,临颍,,,1/22/2020 0:00,1/22/2020 23:59,2/1/2020 20:30,
 人民日报 , 01-22 ,晋M0655X,  公交车  ,夏县食品公司,南大里乡,,,1/22/2020 0:00,1/22/2020 23:59,2/1/2020 20:30,
 广西壮族自治区卫生委官网 , 01-22 ,D8251,  火车  ,南宁东,北海,3号车厢,座位001B,1/22/2020 8:50,1/22/2020 10:10,2/5/2020 12:27,
 人民日报 , 01-22 ,G502,  火车  ,武汉,高碑店东,11号车厢,全程佩戴口罩,1/22/2020 9:11,1/22/2020 13:54,2/5/2020 12:27,
 平安正阳 , 01-22 ,豫S62C78,  出租车  ,信阳火车站公交站台,正阳南站,,寻找一名30多岁的男士，身高在170cm左右，曾乘坐该私家车,1/22/2020 0:00,1/22/2020 23:59,1/31/2020 22:11,
 人民日报 , 01-22 ,G852,  火车  ,武汉,兰州西,2号车厢,,1/22/2020 12:03,1/22/2020 20:26,2/5/2020 12:27,
 央视新闻 , 01-22 ,南充市嘉陵区川R59013,  长途客车/大巴  ,南充市嘉陵区李渡镇,吉安镇,,金杯车,1/22/2020 10:30,1/22/2020 23:59,1/27/2020 17:36,
 黑龙江卫视、大庆市疾病预防控制中心 , 01-22 ,D6907,  火车  ,哈尔滨,大庆西,12号车厢,座位：07F,1/22/2020 6:50,1/22/2020 7:56,1/31/2020 22:11,
 人民日报 , 01-22 ,K635,  火车  ,武昌,娄底,3号车厢,3车厢9号上下铺,1/23/2020 0:19,1/23/2020 6:22,2/5/2020 12:27,
 央视新闻 , 01-22 ,锡林浩特市德克隆贝子庙超市,  其它公共场所  ,,,,原大地超市,1/22/2020 13:00,1/22/2020 15:30,1/27/2020 17:38,
 威海发布 , 01-22 ,C6506/6507,  火车  ,青岛,荣成,4号车厢,,1/22/2020 13:26,1/22/2020 15:33,1/31/2020 22:11,
 广东省疾控中心 , 01-22 ,T369,  火车  ,武昌,广州,8号车厢,14号下铺,1/22/2020 17:28,1/23/2020 5:18,2/5/2020 12:27,
 央视新闻 , 01-22 ,ZH4751,  飞机  ,武汉,北京,,经临汾，代码共享航班，国航CA8215,1/22/2020 0:00,1/22/2020 23:59,1/27/2020 17:42,
 威海发布 , 01-22 ,C6506/6507,  火车  ,青岛,荣成,5号车厢,,1/22/2020 13:26,1/22/2020 15:33,1/31/2020 22:11,
 人民日报 , 01-22 ,D615,  火车  ,汉口,重庆北,5号车厢,5号车厢13A、B、C座位,1/22/2020 6:56,1/22/2020 14:07,2/5/2020 12:27,
 央视新闻 , 01-22 ,CA8215,  飞机  ,武汉,北京,,经临汾，代码共享航班，深圳ZH4751,1/22/2020 0:00,1/22/2020 23:59,1/27/2020 17:43,
 人民日报 , 01-22 ,K543,  火车  ,重庆,南部,12号车厢,重庆至伊宁,1/22/2020 17:12,1/22/2020 21:16,2/5/2020 12:27,
 央视新闻 , 01-22 ,CA8255,  飞机  ,武汉,呼和浩特白塔机场,,,1/22/2020 8:45,1/22/2020 10:51,1/27/2020 17:46,
 青岛地铁 , 01-22 ,青岛地铁11号线,  地铁  ,鳌山卫站,苗岭路站,,,1/22/2020 11:16,1/22/2020 11:50,1/31/2020 22:11,
 央视新闻 , 01-22 ,呼和浩特机场巴士1号线2号车蒙A55055,  公交车  ,呼和浩特机场,呼和浩特市火车站西客站,,,1/22/2020 11:27,1/22/2020 15:58,1/27/2020 17:48,
 太原日报 , 01-22 ,SC4933,  飞机  ,武汉,南宁,,,1/22/2020 0:00,1/22/2020 23:59,1/29/2020 22:17,
 青岛地铁 , 01-22 ,青岛地铁2号线,  地铁  ,苗岭路站,五四广场站,,,1/22/2020 11:58,1/22/2020 12:17,1/31/2020 22:11,
 青岛地铁 , 01-22 ,青岛地铁3号线,  地铁  ,五四广场站,青岛站,,,1/22/2020 12:19,1/22/2020 12:31,1/31/2020 22:11,
 央视新闻 , 01-22 ,D6963,  火车  ,呼和浩特市火车站西客站,鄂尔多斯市,,,1/22/2020 15:58,1/22/2020 18:08,1/27/2020 17:56,
 央视新闻 , 01-22 ,Z264,  火车  ,武汉武昌,西宁,13号车厢,16间上铺,1/22/2020 23:00,1/23/2020 19:11,1/30/2020 10:44,
 青岛西海岸新闻网 , 01-22 ,青西快线,  公交车  ,青岛火车站,青岛西海岸新区凤凰山路地铁站,,,1/22/2020 13:30,1/22/2020 23:59,1/31/2020 22:11,
 夏县公安 , 01-22 ,G520,  火车  ,汉口站,郑州东,4号车厢,,1/22/2020 7:00,1/22/2020 8:50,2/3/2020 1:49,
 青岛西海岸新闻网 , 01-22 ,青岛地铁13号线,  地铁  ,凤凰山路站,古镇口站,,,1/22/2020 14:01,1/22/2020 14:23,1/31/2020 22:11,
 夏县公安 , 01-22 ,G6683,  火车  ,郑州东站,三门峡南站,2号车厢,,1/22/2020 10:05,1/22/2020 11:14,2/3/2020 1:49,
 央视新闻 , 01-22 ,D361,  火车  ,武汉,成都,14号车厢,,1/22/2020 0:00,1/22/2020 23:59,1/27/2020 18:00,
 浙江在线 , 01-22 ,嘉兴97路,  公交车  ,嘉兴南,嘉兴秀洲区行政中心,,,1/22/2020 0:00,1/22/2020 23:59,1/31/2020 22:11,
 美好滁州 , 01-22 ,G38,  火车  ,南京南,滁州,,,1/22/2020 13:02,1/22/2020 13:20,2/3/2020 1:49,
 山东泰安市宁阳县公安局官方微博 , 01-22 ,G258,  火车  ,武汉,济南西,11号车厢,,1/22/2020 7:11,1/22/2020 12:22,1/31/2020 22:11,
 美好滁州 , 01-22 ,D3012,  火车  ,武汉,南京南站,,,1/22/2020 0:00,1/22/2020 23:59,2/3/2020 1:49,
 平遥发布 , 01-22 ,Z162,  火车  ,武昌,石家庄,6号车厢,,1/22/2020 20:01,1/23/2020 4:18,1/31/2020 22:11,
 人民日报 , 01-22 ,K357,  火车  ,万州,达州,8号车厢,,1/22/2020 9:29,1/22/2020 12:28,2/1/2020 20:30,
 人民日报 , 01-22 ,C5747,  火车  ,达州,南充,3号车厢,,1/22/2020 13:49,1/22/2020 15:06,2/1/2020 20:30,
 人民日报 , 01-22 ,G98,  火车  ,西安北,广州南,,,1/22/2020 9:57,1/22/2020 17:36,2/1/2020 20:30,
 人民日报 , 01-22 ,G1564,  火车  ,高碑店东,涿州东,2号车厢,,1/22/2020 9:36,1/22/2020 9:48,2/4/2020 1:19,
 人民日报 , 01-22 ,Z336,  火车  ,武汉武昌,张家口,5号车厢,17号下铺,1/22/2020 22:49,1/23/2020 14:29,1/30/2020 23:20,
 西安市未央区委区政府官方微博 , 01-22 ,9C8947,  飞机  ,上海,西安,,,1/22/2020 14:37,1/22/2020 17:27,2/5/2020 12:27,
 大理发布 , 01-22 ,D3936,  火车  ,昆明,大理,2号车厢,座位号9F,1/22/2020 12:54,1/22/2020 15:01,2/4/2020 1:19,
 人民日报 , 01-22 ,G686,  火车  ,河南郑州东,山西太原南,2号车厢,,1/22/2020 13:17,1/22/2020 17:16,1/31/2020 22:11,
 大理发布 , 01-22 ,G1525,  火车  ,武汉,昆明,11号车厢,,1/22/2020 8:41,1/22/2020 15:15,2/4/2020 1:19,
 淄博市卫健委 , 01-22 ,G1848,  火车  ,武汉,淄博,5号车厢,座位：10B,1/22/2020 10:14,1/22/2020 16:42,2/3/2020 1:49,
 四川发布 , 01-22 ,D5186,  火车  ,成都东,南充,6号车厢,座位：8F,1/22/2020 6:22,1/22/2020 8:39,1/31/2020 10:13,
 大渝网 , 01-22 ,渝C98329,  出租车  ,双碑,合川,,,1/22/2020 20:00,1/22/2020 21:00,2/5/2020 0:19,
 人民日报、齐鲁网·闪电新闻 , 01-22 ,K1068,  火车  ,汉口,威海,4号车厢,,1/22/2020 7:14,1/23/2020 8:01,1/27/2020 19:32,
 四川发布 , 01-22 ,南充-渠县客车10:30车次,  长途客车/大巴  ,南充市马市铺汽车站,罗家场镇,,蓬安县确诊,1/22/2020 10:30,1/22/2020 11:30,1/31/2020 10:20,
 广西壮族自治区卫生委官网 , 01-22 ,D8251,  火车  ,南宁东,北海,3号车厢,座位001A,1/22/2020 8:50,1/22/2020 10:10,2/5/2020 15:18,
 人民日报 , 01-22 ,蒙A55055,  长途客车/大巴  ,呼和浩特机场,呼和浩特西客站,1号线2号车,,1/22/2020 0:00,1/22/2020 23:59,2/1/2020 20:30,
 人民日报 , 01-22 ,鲁JC1003号专线车,  长途客车/大巴  ,天外村,泰山中天门,,,1/22/2020 0:00,1/22/2020 23:59,2/1/2020 20:30,
